date,covid_severity,sunlight_time_minutes,production_capacity_rate,price_of_electricity,laborforce,export,monday,tuesday,wednesday,thursday,friday,saturday,sunday,new_year,nat_holiday,sacrifice_holiday,sacrifice_eve,ramadan_holiday,ramadan_eve,monday_or_friday_between_holidays,extra_holidays,partial_lockdown,full_lockdown
2017-12-14,0.0,555,79.0,332.47,52.4,14976.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-15,0.0,555,79.0,332.47,52.4,14976.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-16,0.0,554,79.0,332.47,52.4,14976.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,0.0,554,79.0,332.47,52.4,14976.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-12-18,0.0,554,79.0,332.47,52.4,14976.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-19,0.0,554,79.0,332.47,52.4,14976.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-20,0.0,553,79.0,332.47,52.4,14976.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-21,0.0,554,79.0,332.47,52.4,14976.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-22,0.0,553,79.0,332.47,52.4,14976.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-23,0.0,554,79.0,332.47,52.4,14976.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,0.0,554,79.0,332.47,52.4,14976.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-12-25,0.0,554,79.0,332.47,52.4,14976.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,0.0,554,79.0,332.47,52.4,14976.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-27,0.0,555,79.0,332.47,52.4,14976.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-28,0.0,555,79.0,332.47,52.4,14976.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-29,0.0,556,79.0,332.47,52.4,14976.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-30,0.0,556,79.0,332.47,52.4,14976.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,0.0,557,79.0,332.47,52.4,14976.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-01,0.0,557,78.2,346.06,52.1,13302.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-01-02,0.0,558,78.2,346.06,52.1,13302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-03,0.0,559,78.2,346.06,52.1,13302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-04,0.0,560,78.2,346.06,52.1,13302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,0.0,561,78.2,346.06,52.1,13302.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-06,0.0,562,78.2,346.06,52.1,13302.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-07,0.0,563,78.2,346.06,52.1,13302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-08,0.0,564,78.2,346.06,52.1,13302.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-09,0.0,565,78.2,346.06,52.1,13302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-10,0.0,566,78.2,346.06,52.1,13302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-11,0.0,568,78.2,346.06,52.1,13302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-12,0.0,569,78.2,346.06,52.1,13302.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-13,0.0,570,78.2,346.06,52.1,13302.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-14,0.0,572,78.2,346.06,52.1,13302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-15,0.0,573,78.2,346.06,52.1,13302.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,0.0,574,78.2,346.06,52.1,13302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-17,0.0,577,78.2,346.06,52.1,13302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-18,0.0,578,78.2,346.06,52.1,13302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-19,0.0,580,78.2,346.06,52.1,13302.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-20,0.0,582,78.2,346.06,52.1,13302.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-21,0.0,583,78.2,346.06,52.1,13302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-22,0.0,586,78.2,346.06,52.1,13302.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,0.0,587,78.2,346.06,52.1,13302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-24,0.0,589,78.2,346.06,52.1,13302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-25,0.0,591,78.2,346.06,52.1,13302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-26,0.0,593,78.2,346.06,52.1,13302.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-27,0.0,596,78.2,346.06,52.1,13302.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-01-28,0.0,597,78.2,346.06,52.1,13302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-29,0.0,599,78.2,346.06,52.1,13302.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-30,0.0,601,78.2,346.06,52.1,13302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-31,0.0,604,78.2,346.06,52.1,13302.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,0.0,606,77.8,345.9,52.17,13999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-02,0.0,608,77.8,345.9,52.17,13999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-03,0.0,610,77.8,345.9,52.17,13999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-04,0.0,613,77.8,345.9,52.17,13999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-05,0.0,615,77.8,345.9,52.17,13999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-06,0.0,617,77.8,345.9,52.17,13999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-07,0.0,619,77.8,345.9,52.17,13999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-08,0.0,622,77.8,345.9,52.17,13999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-09,0.0,625,77.8,345.9,52.17,13999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-10,0.0,627,77.8,345.9,52.17,13999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-11,0.0,629,77.8,345.9,52.17,13999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-12,0.0,632,77.8,345.9,52.17,13999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-13,0.0,635,77.8,345.9,52.17,13999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-14,0.0,637,77.8,345.9,52.17,13999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-15,0.0,639,77.8,345.9,52.17,13999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-16,0.0,641,77.8,345.9,52.17,13999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-17,0.0,645,77.8,345.9,52.17,13999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-18,0.0,647,77.8,345.9,52.17,13999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-19,0.0,650,77.8,345.9,52.17,13999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-20,0.0,652,77.8,345.9,52.17,13999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-21,0.0,654,77.8,345.9,52.17,13999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-22,0.0,658,77.8,345.9,52.17,13999.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,0.0,660,77.8,345.9,52.17,13999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-24,0.0,663,77.8,345.9,52.17,13999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-25,0.0,665,77.8,345.9,52.17,13999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-26,0.0,668,77.8,345.9,52.17,13999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,0.0,670,77.8,345.9,52.17,13999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-28,0.0,674,77.8,345.9,52.17,13999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0.0,676,77.8,345.77,52.44,16467.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,0.0,679,77.8,345.77,52.44,16467.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-03,0.0,681,77.8,345.77,52.44,16467.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,0.0,684,77.8,345.77,52.44,16467.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-05,0.0,687,77.8,345.77,52.44,16467.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-06,0.0,690,77.8,345.77,52.44,16467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,0.0,693,77.8,345.77,52.44,16467.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-08,0.0,695,77.8,345.77,52.44,16467.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-09,0.0,698,77.8,345.77,52.44,16467.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-10,0.0,701,77.8,345.77,52.44,16467.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-11,0.0,703,77.8,345.77,52.44,16467.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-12,0.0,706,77.8,345.77,52.44,16467.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,0.0,708,77.8,345.77,52.44,16467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,0.0,711,77.8,345.77,52.44,16467.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,0.0,715,77.8,345.77,52.44,16467.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-16,0.0,717,77.8,345.77,52.44,16467.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-17,0.0,720,77.8,345.77,52.44,16467.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,0.0,723,77.8,345.77,52.44,16467.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-19,0.0,725,77.8,345.77,52.44,16467.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-20,0.0,728,77.8,345.77,52.44,16467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,0.0,731,77.8,345.77,52.44,16467.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-22,0.0,733,77.8,345.77,52.44,16467.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,0.0,736,77.8,345.77,52.44,16467.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-24,0.0,739,77.8,345.77,52.44,16467.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-25,0.0,741,77.8,345.77,52.44,16467.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-03-26,0.0,744,77.8,345.77,52.44,16467.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,0.0,747,77.8,345.77,52.44,16467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-28,0.0,750,77.8,345.77,52.44,16467.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-29,0.0,753,77.8,345.77,52.44,16467.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,0.0,756,77.8,345.77,52.44,16467.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-31,0.0,758,77.8,345.77,52.44,16467.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0.0,761,77.3,351.35,53.0,14747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-02,0.0,764,77.3,351.35,53.0,14747.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-03,0.0,766,77.3,351.35,53.0,14747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-04,0.0,769,77.3,351.35,53.0,14747.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-05,0.0,772,77.3,351.35,53.0,14747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,0.0,774,77.3,351.35,53.0,14747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-07,0.0,777,77.3,351.35,53.0,14747.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,0.0,780,77.3,351.35,53.0,14747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-09,0.0,782,77.3,351.35,53.0,14747.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-10,0.0,785,77.3,351.35,53.0,14747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-11,0.0,787,77.3,351.35,53.0,14747.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-12,0.0,790,77.3,351.35,53.0,14747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-13,0.0,793,77.3,351.35,53.0,14747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-14,0.0,796,77.3,351.35,53.0,14747.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,0.0,799,77.3,351.35,53.0,14747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-16,0.0,801,77.3,351.35,53.0,14747.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-17,0.0,804,77.3,351.35,53.0,14747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-18,0.0,806,77.3,351.35,53.0,14747.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,0.0,809,77.3,351.35,53.0,14747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-20,0.0,811,77.3,351.35,53.0,14747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-21,0.0,814,77.3,351.35,53.0,14747.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,0.0,816,77.3,351.35,53.0,14747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-23,0.0,819,77.3,351.35,53.0,14747.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-04-24,0.0,821,77.3,351.35,53.0,14747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-25,0.0,823,77.3,351.35,53.0,14747.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-26,0.0,826,77.3,351.35,53.0,14747.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-27,0.0,828,77.3,351.35,53.0,14747.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-28,0.0,831,77.3,351.35,53.0,14747.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,0.0,833,77.3,351.35,53.0,14747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-30,0.0,836,77.3,351.35,53.0,14747.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-05-01,0.0,839,77.9,353.57,53.3,15422.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-05-02,0.0,841,77.9,353.57,53.3,15422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-03,0.0,843,77.9,353.57,53.3,15422.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-04,0.0,845,77.9,353.57,53.3,15422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-05,0.0,848,77.9,353.57,53.3,15422.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-06,0.0,850,77.9,353.57,53.3,15422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-05-07,0.0,852,77.9,353.57,53.3,15422.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-08,0.0,854,77.9,353.57,53.3,15422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-09,0.0,856,77.9,353.57,53.3,15422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-10,0.0,858,77.9,353.57,53.3,15422.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-11,0.0,860,77.9,353.57,53.3,15422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-12,0.0,862,77.9,353.57,53.3,15422.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-13,0.0,865,77.9,353.57,53.3,15422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-05-14,0.0,867,77.9,353.57,53.3,15422.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,0.0,869,77.9,353.57,53.3,15422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-16,0.0,870,77.9,353.57,53.3,15422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-17,0.0,872,77.9,353.57,53.3,15422.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-18,0.0,874,77.9,353.57,53.3,15422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-19,0.0,876,77.9,353.57,53.3,15422.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2018-05-20,0.0,878,77.9,353.57,53.3,15422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-05-21,0.0,880,77.9,353.57,53.3,15422.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-22,0.0,882,77.9,353.57,53.3,15422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-23,0.0,882,77.9,353.57,53.3,15422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-24,0.0,884,77.9,353.57,53.3,15422.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-25,0.0,886,77.9,353.57,53.3,15422.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-26,0.0,887,77.9,353.57,53.3,15422.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-05-27,0.0,889,77.9,353.57,53.3,15422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-05-28,0.0,891,77.9,353.57,53.3,15422.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-29,0.0,891,77.9,353.57,53.3,15422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-30,0.0,893,77.9,353.57,53.3,15422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-31,0.0,894,77.9,353.57,53.3,15422.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,0.0,896,78.3,355.71,53.82,13882.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-02,0.0,897,78.3,355.71,53.82,13882.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-03,0.0,898,78.3,355.71,53.82,13882.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-06-04,0.0,899,78.3,355.71,53.82,13882.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-05,0.0,900,78.3,355.71,53.82,13882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-06,0.0,901,78.3,355.71,53.82,13882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-07,0.0,902,78.3,355.71,53.82,13882.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,0.0,902,78.3,355.71,53.82,13882.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-09,0.0,903,78.3,355.71,53.82,13882.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-10,0.0,904,78.3,355.71,53.82,13882.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-06-11,0.0,904,78.3,355.71,53.82,13882.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,0.0,906,78.3,355.71,53.82,13882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-06-13,0.0,906,78.3,355.71,53.82,13882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-06-14,0.0,906,78.3,355.71,53.82,13882.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-06-15,0.0,907,78.3,355.71,53.82,13882.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018-06-16,0.0,907,78.3,355.71,53.82,13882.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2018-06-17,0.0,908,78.3,355.71,53.82,13882.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2018-06-18,0.0,907,78.3,355.71,53.82,13882.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-19,0.0,907,78.3,355.71,53.82,13882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-20,0.0,907,78.3,355.71,53.82,13882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-21,0.0,908,78.3,355.71,53.82,13882.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-22,0.0,908,78.3,355.71,53.82,13882.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-23,0.0,908,78.3,355.71,53.82,13882.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,0.0,907,78.3,355.71,53.82,13882.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-06-25,0.0,907,78.3,355.71,53.82,13882.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-26,0.0,907,78.3,355.71,53.82,13882.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-27,0.0,906,78.3,355.71,53.82,13882.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-28,0.0,906,78.3,355.71,53.82,13882.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,0.0,905,78.3,355.71,53.82,13882.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-30,0.0,905,78.3,355.71,53.82,13882.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,0.0,904,77.1,357.87,54.04,14844.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-07-02,0.0,904,77.1,357.87,54.04,14844.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-03,0.0,903,77.1,357.87,54.04,14844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-04,0.0,903,77.1,357.87,54.04,14844.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-05,0.0,901,77.1,357.87,54.04,14844.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-06,0.0,901,77.1,357.87,54.04,14844.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-07,0.0,900,77.1,357.87,54.04,14844.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,0.0,898,77.1,357.87,54.04,14844.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-07-09,0.0,898,77.1,357.87,54.04,14844.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-10,0.0,897,77.1,357.87,54.04,14844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-11,0.0,895,77.1,357.87,54.04,14844.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-12,0.0,895,77.1,357.87,54.04,14844.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-13,0.0,893,77.1,357.87,54.04,14844.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-14,0.0,892,77.1,357.87,54.04,14844.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-15,0.0,890,77.1,357.87,54.04,14844.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2018-07-16,0.0,889,77.1,357.87,54.04,14844.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,0.0,888,77.1,357.87,54.04,14844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
